i,is_trade,timestamp,symbol,side,model,R,risk_usd,pnl,equity
125,1,2026-01-05T23:30:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,-1.0,26.789467479939002,-26.789467479939002,10688.997524495662
126,1,2026-01-06T00:00:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,2.0,26.722493811239158,53.444987622478315,10742.442512118141
127,1,2026-01-06T00:30:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,2.0,26.856106280295354,53.71221256059071,10796.154724678732
128,1,2026-01-06T01:00:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,2.0,26.99038681169683,53.98077362339366,10850.135498302127
129,1,2026-01-06T01:30:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,-1.0,27.125338745755318,-27.125338745755318,10823.010159556372
130,1,2026-01-06T02:00:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,2.0,27.05752539889093,54.11505079778186,10877.125210354154
131,1,2026-01-06T02:30:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,2.0,27.192813025885386,54.38562605177077,10931.510836405925
132,1,2026-01-06T03:00:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,2.0,27.328777091014814,54.65755418202963,10986.168390587954
133,1,2026-01-06T03:30:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,2.0,27.465420976469886,54.93084195293977,11041.099232540895
134,1,2026-01-06T04:00:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,2.0,27.60274808135224,55.20549616270448,11096.304728703599
135,1,2026-01-06T04:30:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,2.0,27.740761821758998,55.481523643517995,11151.786252347118
136,1,2026-01-06T14:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,27.879465630867795,55.75893126173559,11207.545183608852
137,1,2026-01-06T14:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,28.01886295902213,56.03772591804426,11263.582909526896
138,1,2026-01-06T15:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,28.15895727381724,56.31791454763448,11319.900824074532
139,1,2026-01-12T01:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,28.29975206018633,-28.29975206018633,11291.601072014346
140,1,2026-01-12T02:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,28.229002680035865,-28.229002680035865,11263.37206933431
141,1,2026-01-12T02:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,-1.0,28.158430173335773,-28.158430173335773,11235.213639160973
142,1,2026-01-12T02:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,28.088034097902433,-28.088034097902433,11207.12560506307
143,1,2026-01-12T03:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,28.017814012657677,56.035628025315354,11263.161233088385
144,1,2026-01-12T03:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,28.157903082720964,56.31580616544193,11319.477039253827
145,1,2026-01-12T04:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,28.29869259813457,56.59738519626914,11376.074424450097
146,1,2026-01-12T04:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,28.440186061125242,56.880372122250485,11432.954796572347
147,1,2026-01-12T04:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,28.582386991430866,57.16477398286173,11490.119570555209
148,1,2026-01-12T05:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,28.725298926388025,57.45059785277605,11547.570168407985
149,1,2026-01-12T05:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,28.868925421019963,57.737850842039926,11605.308019250026
150,1,2026-01-12T05:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,29.013270048125065,58.02654009625013,11663.334559346276
151,1,2026-01-12T05:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,29.15833639836569,58.31667279673138,11721.651232143007
152,1,2026-01-12T06:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,2.0,29.30412808035752,58.60825616071504,11780.259488303722
153,1,2026-01-13T09:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,29.450648720759304,58.90129744151861,11839.16078574524
154,1,2026-01-13T09:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,29.5979019643631,-29.5979019643631,11809.562883780876
155,1,2026-01-13T10:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,29.52390720945219,-29.52390720945219,11780.038976571424
156,1,2026-01-13T11:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,29.45009744142856,-29.45009744142856,11750.588879129997
157,1,2026-01-13T14:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,29.37647219782499,-29.37647219782499,11721.212406932173
158,1,2026-01-13T15:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,29.303031017330433,-29.303031017330433,11691.909375914842
159,1,2026-01-13T15:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,29.229773439787106,58.45954687957421,11750.368922794416
160,1,2026-01-13T16:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,29.37592230698604,-29.37592230698604,11720.99300048743
161,1,2026-01-13T16:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,29.302482501218574,-29.302482501218574,11691.690517986211
162,1,2026-01-13T17:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,29.229226294965528,-29.229226294965528,11662.461291691247
163,1,2026-01-13T17:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,29.156153229228117,-29.156153229228117,11633.305138462018
164,1,2026-01-13T18:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,29.083262846155044,-29.083262846155044,11604.221875615862
165,1,2026-01-13T18:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,29.010554689039655,-29.010554689039655,11575.211320926823
166,1,2026-01-13T19:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,28.938028302317058,57.876056604634115,11633.087377531458
167,1,2026-01-13T19:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,2.0,29.082718443828643,58.165436887657286,11691.252814419115
168,1,2026-01-13T20:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,29.228132036047786,-29.228132036047786,11662.024682383068
169,1,2026-01-13T20:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,29.15506170595767,-29.15506170595767,11632.86962067711
170,1,2026-01-13T21:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,29.082174051692775,-29.082174051692775,11603.787446625416
171,1,2026-01-13T21:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,29.00946861656354,-29.00946861656354,11574.777978008853
172,1,2026-01-13T22:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,28.936944945022134,-28.936944945022134,11545.84103306383
173,1,2026-01-13T22:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,-1.0,28.86460258265958,-28.86460258265958,11516.97643048117
174,1,2026-01-13T23:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,28.792441076202927,-28.792441076202927,11488.183989404968
175,1,2026-01-13T23:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,-1.0,28.72045997351242,-28.72045997351242,11459.463529431456
176,1,2026-01-13T23:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,28.64865882357864,-28.64865882357864,11430.814870607877
177,1,2026-01-13T23:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,-1.0,28.577037176519696,-28.577037176519696,11402.237833431358
