i,is_trade,timestamp,symbol,side,model,R,risk_usd,pnl,equity
24,1,2026-01-02T20:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,-1.0,24.996256495264934,-24.996256495264934,9973.506341610708
25,1,2026-01-02T20:00:00+00:00,SOLUSDT,SHORT,TDP_REENTRY,-1.0,24.93376585402677,-24.93376585402677,9948.572575756682
26,1,2026-01-02T20:00:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,-1.0,24.871431439391703,-24.871431439391703,9923.70114431729
27,1,2026-01-02T20:30:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,-1.0,24.809252860793226,-24.809252860793226,9898.891891456497
28,1,2026-01-02T21:30:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,2.0,24.74722972864124,49.49445945728248,9948.38635091378
29,1,2026-01-02T22:00:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,-1.0,24.870965877284448,-24.870965877284448,9923.515385036495
30,1,2026-01-02T22:00:00+00:00,SOLUSDT,SHORT,TDP_REENTRY,2.0,24.808788462591238,49.617576925182476,9973.132961961677
31,1,2026-01-02T22:30:00+00:00,SOLUSDT,SHORT,TDP_REENTRY,2.0,24.932832404904193,49.865664809808386,10022.998626771485
32,1,2026-01-02T22:30:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,-1.0,25.057496566928712,-25.057496566928712,9997.941130204556
33,1,2026-01-02T23:00:00+00:00,SOLUSDT,SHORT,TDP_REENTRY,2.0,24.99485282551139,49.98970565102278,10047.930835855579
34,1,2026-01-02T23:00:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,-1.0,25.11982708963895,-25.11982708963895,10022.81100876594
35,1,2026-01-02T23:30:00+00:00,XRPUSDT,SHORT,TDP_REENTRY,-1.0,25.05702752191485,-25.05702752191485,9997.753981244026
